Institution,Institution_Id,Discipline,Discipline_Id,Unit,Unit_Id,SRI,Number of Faculty,Article Count,Articles per Faculty,Award Count,Awards per Faculty,Book Count,Books per Faculty,Chapter Count,Chapters per Faculty,Citation Count,Citations per Faculty,Citations per Publication,Conf Proc Count,Conf Proc per Faculty,Grant Count,Grants Per Faculty,Dollars Per Faculty,Dollars Per Grant,Grant Dollars,Patent Count,Patents per Faculty,Trial Count,Trials per Faculty,Release,AsOfDate
"California State University, Long Beach",537217,Statistics,161,"Mathematics and Statistics, Department of",37882,6.20689655172414,91.0344827586207,21.3793103448276,2.75862068965518,35.8620689655172,18.6206896551724,81.3793103448276,62.7586206896552,21.3793103448276,21.3793103448276,26.8965517241379,11.0344827586207,44.8275862068966,30.3448275862069,18.6206896551724,34.4827586206897,16.551724137931,27.5862068965517,66.2068965517241,37.2413793103448,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
Air Force Institute of Technology,2,Statistics,161,"Mathematics and Statistics, Department of",9689,21.3793103448276,32.4137931034483,21.3793103448276,20,26.8965517241379,28.9655172413793,18.6206896551724,18.6206896551724,40,34.4827586206897,13.1034482758621,15.1724137931034,10.3448275862069,66.8965517241379,79.3103448275862,14.4827586206896,12.4137931034483,11.0344827586207,17.2413793103448,11.7241379310345,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
University of Central Florida,260,Statistics,161,"Statistics and Data Science, Department of",19119,51.7241379310345,22.7586206896552,36.551724137931,57.9310344827586,22.0689655172414,23.448275862069,18.6206896551724,18.6206896551724,56.551724137931,62.7586206896552,29.6551724137931,40.6896551724138,26.2068965517241,71.0344827586207,86.2068965517241,27.5862068965517,30.3448275862069,15.8620689655172,13.1034482758621,15.8620689655172,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
Boston University,24,Statistics,161,"Mathematics and Statistics, Department of",9714,66.8965517241379,96.551724137931,98.6206896551724,85.5172413793103,93.7931034482759,83.448275862069,95.8620689655172,89.6551724137931,40,22.0689655172414,97.2413793103448,90.3448275862069,89.6551724137931,59.3103448275862,36.551724137931,88.9655172413793,68.2758620689655,85.5172413793103,90.3448275862069,94.4827586206896,98.6206896551724,97.2413793103448,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
"University of Missouri - Kansas City, The",305,Statistics,161,"Mathematics and Statistics, Department of",9462,30.3448275862069,8.27586206896552,10.3448275862069,37.9310344827586,15.8620689655172,29.6551724137931,18.6206896551724,18.6206896551724,21.3793103448276,21.3793103448276,8.96551724137931,18.6206896551724,11.7241379310345,11.7241379310345,11.7241379310345,23.448275862069,37.2413793103448,20,13.7931034482759,13.7931034482759,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
North Carolina State University,148,Statistics,161,"Statistics, Department of",444,88.2758620689655,84.8275862068966,95.8620689655172,90.3448275862069,89.6551724137931,84.8275862068966,81.3793103448276,68.9655172413793,87.5862068965517,79.3103448275862,90.3448275862069,86.8965517241379,82.7586206896552,63.448275862069,55.8620689655172,84.1379310344828,76.551724137931,80.6896551724138,71.0344827586207,84.8275862068966,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
Sam Houston State University,180,Statistics,161,"Mathematics and Statistics, Department of",38326,8.96551724137931,80.6896551724138,22.0689655172414,6.20689655172414,15.8620689655172,8.27586206896552,33.7931034482759,19.3103448275862,77.2413793103448,58.6206896551724,11.7241379310345,5.51724137931034,7.58620689655173,35.8620689655172,26.2068965517241,10.3448275862069,10.3448275862069,10.3448275862069,10.3448275862069,10.3448275862069,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
Florida International University,72,Statistics,161,"Mathematics and Statistical Sciences, Department of",11848,30.3448275862069,88.9655172413793,77.9310344827586,53.1034482758621,64.8275862068965,47.5862068965517,86.8965517241379,73.1034482758621,77.2413793103448,51.0344827586207,55.1724137931034,31.0344827586207,24.8275862068966,48.9655172413793,34.4827586206897,58.6206896551724,45.5172413793104,43.448275862069,48.9655172413793,55.1724137931034,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
University of North Carolina Wilmington,399,Statistics,161,"Mathematics & Statistics, Department of",40048,6.20689655172414,74.4827586206896,27.5862068965517,9.6551724137931,22.0689655172414,11.7241379310345,71.7241379310345,64.1379310344828,56.551724137931,37.9310344827586,20,8.27586206896552,14.4827586206896,25.5172413793103,17.9310344827586,34.4827586206897,22.7586206896552,22.0689655172414,37.9310344827586,28.9655172413793,86.8965517241379,79.3103448275862,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
University of Connecticut,267,Statistics,161,"Statistics, Department of",2051,88.2758620689655,56.551724137931,88.9655172413793,95.8620689655172,83.448275862069,87.5862068965517,91.7241379310345,95.1724137931034,97.9310344827586,100,71.7241379310345,71.7241379310345,37.9310344827586,44.1379310344828,44.1379310344828,58.6206896551724,60.6896551724138,48.2758620689655,33.7931034482759,46.8965517241379,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
Marquette University,119,Statistics,161,"Mathematical and Statistical Sciences, Department of",6283,38.6206896551724,37.2413793103448,51.7241379310345,62.0689655172414,26.8965517241379,26.8965517241379,90.3448275862069,97.2413793103448,56.551724137931,52.4137931034483,51.7241379310345,60,50.3448275862069,59.3103448275862,73.1034482758621,46.2068965517241,51.0344827586207,50.3448275862069,46.8965517241379,44.1379310344828,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
George Mason University,79,Statistics,161,"Statistics, Department of",4202,44.8275862068966,56.551724137931,42.0689655172414,33.7931034482759,54.4827586206896,57.9310344827586,53.1034482758621,46.2068965517241,21.3793103448276,21.3793103448276,44.8275862068966,45.5172413793104,54.4827586206896,35.8620689655172,32.4137931034483,46.2068965517241,48.2758620689655,51.7241379310345,63.448275862069,52.4137931034483,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
Columbia University,49,Statistics,161,"Statistics, Department of",5503,88.2758620689655,88.2758620689655,91.0344827586207,77.2413793103448,97.9310344827586,95.8620689655172,81.3793103448276,66.2068965517241,77.2413793103448,52.4137931034483,98.6206896551724,95.8620689655172,97.2413793103448,87.5862068965517,76.551724137931,95.1724137931034,86.8965517241379,88.9655172413793,75.8620689655172,93.1034482758621,88.9655172413793,80.6896551724138,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
Harvard University,87,Statistics,161,"Statistics, Department of",4273,98.6206896551724,32.4137931034483,82.7586206896552,98.6206896551724,96.551724137931,99.3103448275862,75.8620689655172,89.6551724137931,91.0344827586207,98.6206896551724,93.7931034482759,97.9310344827586,92.4137931034483,71.0344827586207,80.6896551724138,86.8965517241379,99.3103448275862,97.9310344827586,84.8275862068966,92.4137931034483,79.3103448275862,78.6206896551724,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
"University of New Mexico, The",314,Statistics,161,"Mathematics and Statistics, Department of",2804,38.6206896551724,71.0344827586207,46.8965517241379,26.8965517241379,59.3103448275862,53.1034482758621,86.8965517241379,86.2068965517241,56.551724137931,39.3103448275862,40.6896551724138,33.1034482758621,45.5172413793104,71.0344827586207,66.8965517241379,48.9655172413793,44.8275862068966,35.1724137931034,28.2758620689655,36.551724137931,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
Texas Tech University,222,Statistics,161,"Mathematics and Statistics, Department of",1184,51.7241379310345,95.1724137931034,87.5862068965517,46.8965517241379,76.551724137931,53.7931034482759,96.551724137931,93.1034482758621,95.8620689655172,85.5172413793103,71.0344827586207,44.1379310344828,38.6206896551724,87.5862068965517,68.9655172413793,66.2068965517241,43.448275862069,33.1034482758621,24.8275862068966,47.5862068965517,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
"University of North Carolina at Greensboro, The",318,Statistics,161,"Mathematics and Statistics, Department of",14277,38.6206896551724,51.0344827586207,42.7586206896552,39.3103448275862,46.8965517241379,44.8275862068966,33.7931034482759,23.448275862069,67.5862068965517,64.8275862068965,24.8275862068966,21.3793103448276,15.8620689655172,35.8620689655172,33.7931034482759,61.3793103448276,63.448275862069,48.9655172413793,26.2068965517241,45.5172413793104,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
"University of Maryland, Baltimore County",288,Statistics,161,"Mathematics and Statistics, Department of",4909,44.8275862068966,74.4827586206896,55.1724137931034,32.4137931034483,47.5862068965517,37.9310344827586,33.7931034482759,20,77.2413793103448,62.7586206896552,46.2068965517241,35.1724137931034,40,55.1724137931034,49.6551724137931,62.7586206896552,53.7931034482759,49.6551724137931,42.7586206896552,55.8620689655172,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
"University of California, Riverside",255,Statistics,161,"Statistics, Department of",1870,88.2758620689655,32.4137931034483,56.551724137931,73.1034482758621,71.7241379310345,81.3793103448276,61.3793103448276,77.9310344827586,82.0689655172414,94.4827586206896,60.6896551724138,66.8965517241379,63.448275862069,25.5172413793103,24.1379310344828,48.9655172413793,60.6896551724138,82.7586206896552,95.1724137931034,72.4137931034483,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
University of Michigan,300,Statistics,161,"Statistics, Department of",4990,91.0344827586207,63.448275862069,65.5172413793104,63.448275862069,85.5172413793103,88.9655172413793,53.1034482758621,44.8275862068966,21.3793103448276,21.3793103448276,85.5172413793103,83.448275862069,88.9655172413793,61.3793103448276,63.448275862069,90.3448275862069,92.4137931034483,91.0344827586207,66.8965517241379,88.2758620689655,79.3103448275862,75.8620689655172,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
"University of California, Irvine",253,Statistics,161,"Statistics, Department of",4664,95.1724137931034,22.7586206896552,76.551724137931,100,75.1724137931034,91.0344827586207,44.1379310344828,46.8965517241379,56.551724137931,62.7586206896552,73.7931034482759,88.2758620689655,65.5172413793104,35.8620689655172,44.8275862068966,71.0344827586207,89.6551724137931,93.7931034482759,83.448275862069,79.3103448275862,68.2758620689655,68.2758620689655,99.3103448275862,100,AAD2023.09.02768,2025-09-26T18:04:00.723Z
University of Louisiana at Lafayette,284,Statistics,161,"Mathematics, Department of",2445,38.6206896551724,66.8965517241379,55.1724137931034,41.3793103448276,40,31.7241379310345,53.1034482758621,42.7586206896552,40,25.5172413793103,30.3448275862069,22.0689655172414,15.1724137931034,30.3448275862069,22.7586206896552,44.1379310344828,40,31.7241379310345,29.6551724137931,31.0344827586207,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
"University of Maryland, College Park",289,Statistics,161,"Mathematics, Department of",7769,71.7241379310345,98.6206896551724,97.9310344827586,60,98.6206896551724,89.6551724137931,97.2413793103448,88.2758620689655,99.3103448275862,88.9655172413793,82.0689655172414,53.1034482758621,42.7586206896552,66.8965517241379,37.2413793103448,100,93.1034482758621,84.1379310344828,53.7931034482759,97.9310344827586,93.7931034482759,88.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
Northern Arizona University,151,Statistics,161,"Mathematics and Statistics, Department of",33643,17.9310344827586,37.2413793103448,15.8620689655172,12.4137931034483,15.8620689655172,13.1034482758621,53.1034482758621,55.1724137931034,21.3793103448276,21.3793103448276,36.551724137931,50.3448275862069,84.8275862068966,30.3448275862069,30.3448275862069,14.4827586206896,11.0344827586207,41.3793103448276,98.6206896551724,34.4827586206897,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
Villanova University,352,Statistics,161,"Mathematics and Statistics, Department of",35415,11.7241379310345,71.0344827586207,26.8965517241379,10.3448275862069,46.8965517241379,35.1724137931034,57.9310344827586,49.6551724137931,56.551724137931,39.3103448275862,21.3793103448276,8.96551724137931,17.9310344827586,48.9655172413793,40,34.4827586206897,24.8275862068966,17.9310344827586,22.0689655172414,22.7586206896552,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
"University of Tennessee, The",226,Statistics,161,"Business Analytics and Statistics, Department of",1273,51.7241379310345,56.551724137931,35.1724137931034,28.2758620689655,46.8965517241379,42.7586206896552,44.1379310344828,33.7931034482759,56.551724137931,45.5172413793104,62.0689655172414,60.6896551724138,83.448275862069,77.9310344827586,77.9310344827586,23.448275862069,14.4827586206896,13.7931034482759,18.6206896551724,16.551724137931,79.3103448275862,77.2413793103448,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
Southern Methodist University,193,Statistics,161,"Statistical Science, Department of",932,44.8275862068966,13.7931034482759,21.3793103448276,51.7241379310345,33.7931034482759,48.2758620689655,33.7931034482759,38.6206896551724,21.3793103448276,21.3793103448276,15.8620689655172,24.8275862068966,16.551724137931,21.3793103448276,20.6896551724138,23.448275862069,29.6551724137931,18.6206896551724,15.8620689655172,15.1724137931034,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
"Stony Brook University, State University of New York",205,Statistics,161,"Applied Mathematics and Statistics, Department of",6708,82.0689655172414,76.551724137931,84.8275862068966,79.3103448275862,64.8275862068965,57.2413793103448,71.7241379310345,62.0689655172414,67.5862068965517,48.9655172413793,87.5862068965517,82.7586206896552,85.5172413793103,99.3103448275862,99.3103448275862,86.2068965517241,82.7586206896552,90.3448275862069,82.0689655172414,90.3448275862069,90.3448275862069,90.3448275862069,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
Cleveland State University,45,Statistics,161,"Mathematics and Statistics, Department of",5863,21.3793103448276,60,40.6896551724138,31.7241379310345,22.0689655172414,13.7931034482759,83.448275862069,86.8965517241379,67.5862068965517,58.6206896551724,82.7586206896552,82.0689655172414,93.7931034482759,21.3793103448276,13.1034482758621,38.6206896551724,33.1034482758621,24.1379310344828,22.7586206896552,26.8965517241379,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
"University of California, Berkeley",251,Statistics,161,"Statistics, Department of",1702,99.3103448275862,80.6896551724138,96.551724137931,93.1034482758621,99.3103448275862,98.6206896551724,86.8965517241379,80,94.4827586206896,93.1034482758621,97.9310344827586,96.551724137931,93.1034482758621,97.2413793103448,95.8620689655172,97.9310344827586,97.2413793103448,99.3103448275862,96.551724137931,100,93.1034482758621,93.7931034482759,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
University of Rhode Island,328,Statistics,161,"Computer Science and Statistics, Department of",3022,44.8275862068966,42.7586206896552,28.9655172413793,24.1379310344828,33.7931034482759,30.3448275862069,44.1379310344828,40,56.551724137931,50.3448275862069,49.6551724137931,57.2413793103448,82.0689655172414,95.1724137931034,97.2413793103448,34.4827586206897,31.7241379310345,73.1034482758621,99.3103448275862,66.8965517241379,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
Utah State University,350,Statistics,161,"Mathematics and Statistics, Department of",8471,30.3448275862069,88.2758620689655,61.3793103448276,28.9655172413793,56.551724137931,41.3793103448276,44.1379310344828,26.8965517241379,40,23.448275862069,57.2413793103448,38.6206896551724,49.6551724137931,53.7931034482759,40.6896551724138,53.1034482758621,41.3793103448276,32.4137931034483,32.4137931034483,42.0689655172414,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
"University of Toledo, The",341,Statistics,161,"Mathematics and Statistics, Department of",8171,11.7241379310345,42.7586206896552,18.6206896551724,13.7931034482759,26.8965517241379,24.1379310344828,18.6206896551724,18.6206896551724,40,32.4137931034483,8.27586206896552,6.20689655172414,4.13793103448276,21.3793103448276,15.8620689655172,23.448275862069,17.9310344827586,12.4137931034483,14.4827586206896,14.4827586206896,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
Central Michigan University,37,Statistics,161,"Statistics, Actuarial and Data Sciences, Department of",35890,30.3448275862069,13.7931034482759,8.96551724137931,18.6206896551724,35.8620689655172,57.2413793103448,18.6206896551724,18.6206896551724,40,48.9655172413793,22.7586206896552,31.7241379310345,57.9310344827586,11.7241379310345,11.7241379310345,10.3448275862069,10.3448275862069,10.3448275862069,10.3448275862069,10.3448275862069,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
"University of Iowa, The",281,Statistics,161,"Statistics and Actuarial Science, Department of",2366,30.3448275862069,32.4137931034483,21.3793103448276,20,68.9655172413793,80.6896551724138,57.9310344827586,68.9655172413793,21.3793103448276,21.3793103448276,13.7931034482759,15.8620689655172,12.4137931034483,21.3793103448276,17.2413793103448,34.4827586206897,35.1724137931034,28.2758620689655,30.3448275862069,26.2068965517241,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
Baylor University,20,Statistics,161,"Statistical Sciences, Department of",5750,44.8275862068966,20,26.2068965517241,40.6896551724138,33.7931034482759,37.2413793103448,44.1379310344828,52.4137931034483,56.551724137931,66.8965517241379,27.5862068965517,37.2413793103448,35.8620689655172,11.7241379310345,11.7241379310345,23.448275862069,26.8965517241379,46.8965517241379,92.4137931034483,33.1034482758621,68.2758620689655,68.2758620689655,95.8620689655172,95.8620689655172,AAD2023.09.02768,2025-09-26T18:04:00.723Z
